dataset,granularity,model,fold,method,reference,ece_method,ece_reference,delta_ece,ci_low,ci_high,p,best_lambda,n_students,family_key,p_holm,reject_holm,family_size
assist2009,concept,sakt,0,concept_aware_lambda0,isotonic,0.020728899557229664,0.010047348576907584,0.01068155098032208,0.0062455990422204104,0.014401138806810406,0.00019998000199980003,1000.0,770,concept|f0|concept_aware_lambda0,0.005599440055994401,True,28
assist2009,concept,sakt,0,concept_aware_eb,isotonic,0.014661699826622214,0.010047348576907584,0.00461435124971463,0.001384577666570154,0.006353927819424826,0.007799220077992201,1000.0,770,concept|f0|concept_aware_eb,0.21837816218378164,False,28
assist2009,concept,sakt,0,difficulty_bucket,isotonic,0.01012527713785758,0.010047348576907584,7.79285609499962e-05,-0.0010585377228271668,0.0008159994773584614,0.9043095690430957,1000.0,770,concept|f0|difficulty_bucket,1.0,False,28
assist2009,concept,sakt,1,none,isotonic,0.04249956474733232,0.009272738106951261,0.033226826640381055,0.026705080469066833,0.03718733138703147,0.00019998000199980003,5000.0,770,concept|f1|none,0.005599440055994401,True,28
assist2009,concept,sakt,1,concept_aware_lambda0,isotonic,0.020910029159363016,0.009272738106951261,0.011637291052411755,0.007300626332768679,0.01629867279289456,0.00019998000199980003,5000.0,770,concept|f1|concept_aware_lambda0,0.005599440055994401,True,28
assist2009,concept,sakt,1,concept_aware_eb,isotonic,0.01122626427093513,0.009272738106951261,0.0019535261639838687,-0.00036676056043432963,0.0024026699664285735,0.09479052094790522,5000.0,770,concept|f1|concept_aware_eb,1.0,False,28
assist2009,concept,sakt,1,difficulty_bucket,isotonic,0.009280344758738264,0.009272738106951261,7.606651787003121e-06,-0.0009194933187162803,0.00022605315955354164,0.7955204479552045,5000.0,770,concept|f1|difficulty_bucket,1.0,False,28
assist2009,concept,sakt,2,none,isotonic,0.03825182835630443,0.012917450556114088,0.025334377800190343,0.02218078905543848,0.028198771029037353,0.00019998000199980003,inf,770,concept|f2|none,0.005599440055994401,True,28
assist2009,concept,sakt,2,concept_aware_lambda0,isotonic,0.02722063579841576,0.012917450556114088,0.014303185242301673,0.011420913044465696,0.016904068734779773,0.00019998000199980003,inf,770,concept|f2|concept_aware_lambda0,0.005599440055994401,True,28
assist2009,concept,sakt,2,concept_aware_eb,isotonic,0.012917450556114088,0.012917450556114088,0.0,0.0,0.0,1.0,inf,770,concept|f2|concept_aware_eb,1.0,False,28
